#ID = reference ID
#GeneID = EntrezGene ID
#REFSEQ = RefSeq ID
#GB_ACC = GenBank accession number
#Symbol = Gene symbol
#Description = Description
#OMIM = OMIM ID
#chromosome = chromosome number
#map.location = location on the chromosome
ID	GeneID	REFSEQ	GB_ACC	Symbol	Description	OMIM	chromosome	map.location
DAP4_4225	58510	NM_021232 ; NP_067055	NM_021232	PRODH2	proline dehydrogenase (oxidase) 2	NA	19	19q13.1
DAP4_4227	1602	NM_004392 ; NP_004383 ; NM_080759 ; NP_542937 ; NM_080760 ; NP_542938	NM_004392	DACH1	dachshund homolog 1 (Drosophila)	603803	13	13q22
DAP4_4228	200879	NM_139248 ; NP_640341	NM_139248	LIPH	lipase, member H	604379 ; 607365	3	3q27
DAP4_4229	3914	NM_000228 ; NP_000219 ; NM_001017402 ; NP_001017402	NM_000228	LAMB3	laminin, beta 3	150310 ; 226650 ; 226700	1	1q32
DAP4_4230	765	NM_001215 ; NP_001206	NM_001215	CA6	carbonic anhydrase VI	114780	1	1p36.2
DAP4_4232	6675	NM_003115 ; NP_003106	NM_003115	UAP1	UDP-N-acteylglucosamine pyrophosphorylase 1	602862	1	1q23.3
DAP4_4234	52	NM_001040649 ; NP_001035739 ; NM_004300 ; NP_004291 ; NM_007099 ; NP_009030	NM_001040649	ACP1	acid phosphatase 1, soluble	171500	2	2p25
DAP4_4235	4240	NM_005928 ; NP_005919	NM_005928	MFGE8	milk fat globule-EGF factor 8 protein	602281	15	15q25
DAP4_4238	1135	NM_000742 ; NP_000733	NM_000742	CHRNA2	cholinergic receptor, nicotinic, alpha 2 (neuronal)	118502 ; 610353	8	8p21
DAP4_4239	1401	NM_000567 ; NP_000558	NM_000567	CRP	C-reactive protein, pentraxin-related	123260	1	1q21-q23
DAP4_4247	351	NM_000484 ; NP_000475 ; NM_201413 ; NP_958816 ; NM_201414 ; NP_958817	NM_000484	APP	amyloid beta (A4) precursor protein (peptidase nexin-II, Alzheimer disease)	104760 ; 605714	21	21q21.2 ; 21q21.3
DAP4_4248	6720	NM_001005291 ; NP_001005291 ; NM_004176 ; NP_004167	NM_001005291	SREBF1	sterol regulatory element binding transcription factor 1	184756	17	17p11.2
DAP4_4250	5796	NM_002844 ; NP_002835	NM_002844	PTPRK	protein tyrosine phosphatase, receptor type, K	602545	6	6q22.2-q22.3
DAP4_4251	3090	NM_006497 ; NP_006488	NM_006497	HIC1	hypermethylated in cancer 1	603825	17	17p13.3
DAP4_4255	22836	NM_014899 ; NP_055714	NM_014899	RHOBTB3	Rho-related BTB domain containing 3	607353	5	5q15
DAP4_4256	10609	NM_006455 ; NP_006446	NM_006455	SC65	NA	NA	17	17q21.2
DAP4_4259	6261	NM_000540 ; NP_000531 ; NM_001042723 ; NP_001036188	NM_000540	RYR1	ryanodine receptor 1 (skeletal)	117000 ; 145600 ; 180901	19	19q13.1
DAP4_4260	3475	NM_001007245 ; NP_001007246 ; NM_001550 ; NP_001541	NM_001007245	IFRD1	interferon-related developmental regulator 1	603502	7	7q22-q31
DAP4_4261	10180	NM_005777 ; NP_005768	NM_005777	RBM6	RNA binding motif protein 6	606886	3	3p21.3
DAP4_4262	5627	NM_000313 ; NP_000304	NM_000313	PROS1	protein S (alpha)	176880	3	3q11.2
DAP4_4265	9915	NM_014862 ; NP_055677	NM_014862	ARNT2	aryl-hydrocarbon receptor nuclear translocator 2	606036	15	15q24
DAP4_4268	8564	NM_003679 ; NP_003670	NM_003679	KMO	kynurenine 3-monooxygenase (kynurenine 3-hydroxylase)	603538	1	1q42-q44
DAP4_4270	9124	NM_020992 ; NP_066272	NM_020992	PDLIM1	PDZ and LIM domain 1 (elfin)	605900	10	10q22-q26.3
DAP4_4271	7181	NM_001032287 ; NP_001027458 ; NM_003297 ; NP_003288	NM_001032287	NR2C1	nuclear receptor subfamily 2, group C, member 1	601529	12	12q22
DAP4_4276	10398	NM_006097 ; NP_006088 ; NM_181526 ; NP_852667	NM_006097	MYL9	myosin, light chain 9, regulatory	609905	20	20q11.23
DAP4_4278	4968	NM_002542 ; NP_002533 ; NM_016819 ; NP_058212 ; NM_016820 ; NP_058213 ; NM_016821 ; NP_058214 ; NM_016826 ; NP_058434 ; NM_016827 ; NP_058436 ; NM_016828 ; NP_058437 ; NM_016829 ; NP_058438	NM_002542	OGG1	8-oxoguanine DNA glycosylase	144700 ; 601982	3	3p26.2
DAP4_4279	629	; NM_001710 ; NP_001701	NM_001710	CFB	complement factor B	138470 ; 603075	6	6p21.3
DAP4_4283	23593	NM_014320 ; NP_055135	NM_014320	HEBP2	heme binding protein 2	605825	6	6q24
DAP4_4285	673	NM_004333 ; NP_004324	NM_004333	BRAF	v-raf murine sarcoma viral oncogene homolog B1	115150 ; 164757 ; 211980	7	7q34
DAP4_4287	7139	NM_000364 ; NP_000355 ; NM_001001430 ; NP_001001430 ; NM_001001431 ; NP_001001431 ; NM_001001432 ; NP_001001432	NM_000364	TNNT2	troponin T type 2 (cardiac)	115195 ; 191045 ; 601494	1	1q32
DAP4_4290	5531	NM_002720 ; NP_002711	NM_002720	PPP4C	protein phosphatase 4 (formerly X), catalytic subunit	602035	16	16p12-p11
DAP4_4292	81611	NM_030920 ; NP_112182	NM_030920	ANP32E	acidic (leucine-rich) nuclear phosphoprotein 32 family, member E	609611	1	1q21.2
DAP4_4295	7832	NM_006763 ; NP_006754	NM_006763	BTG2	BTG family, member 2	601597	1	1q32
DAP4_4297	6299	NM_002968 ; NP_002959	NM_002968	SALL1	sal-like 1 (Drosophila)	107480 ; 602218	16	16q12.1
DAP4_4300	2328	NM_001002294 ; NP_001002294 ; NM_006894 ; NP_008825	NM_001002294	FMO3	flavin containing monooxygenase 3	136132 ; 602079	1	1q23-q25
DAP4_4301	10489	NM_006369 ; NP_006360	NM_006369	LRRC41	leucine rich repeat containing 41	NA	1	1p33
DAP4_4302	407	NM_004312 ; NP_004303	NM_004312	ARR3	arrestin 3, retinal (X-arrestin)	301770	X	Xcen-q21
DAP4_4303	8115	NM_021966 ; NP_068801	NM_021966	TCL1A	T-cell leukemia/lymphoma 1A	186960	14	14q32.1
DAP4_4304	2705	NM_000166 ; NP_000157	NM_000166	GJB1	gap junction protein, beta 1, 32kDa	302800 ; 304040	X	Xq13.1
DAP4_4305	3995	NM_021727 ; NP_068373	NM_021727	FADS3	fatty acid desaturase 3	606150	11	11q12-q13.1
DAP4_4307	8796	NM_003843 ; NP_003834 ; NM_144777 ; NP_659001	NM_003843	SCEL	sciellin	604112	13	13q22
DAP4_4312	863	NM_005187 ; NP_005178 ; NM_175931 ; NP_787127	NM_005187	CBFA2T3	core-binding factor, runt domain, alpha subunit 2; translocated to, 3	603870	16	16q24
DAP4_4317	5170	XM_001130789 ; XP_001130789 ; NM_002613 ; NP_002604 ; NM_031268 ; NP_112558	XM_001130789	PDPK1	3-phosphoinositide dependent protein kinase-1	605213	16	16p13.3
DAP4_4325	5447	NM_000941 ; NP_000932	NM_000941	POR	P450 (cytochrome) oxidoreductase	124015 ; 201750	7	7q11.2
DAP4_4334	6698	NM_005987 ; NP_005978	NM_005987	SPRR1A	small proline-rich protein 1A	182265	1	1q21-q22
DAP4_4823	2119	XM_001134164 ; XP_001134164 ; NM_004454 ; NP_004445	XM_001134164	ETV5	ets variant gene 5 (ets-related molecule)	601600	3	3q28
DAP4_4826	10233	NM_006992 ; NP_008923 ; NM_201650 ; NP_964013	NM_006992	LRRC23	leucine rich repeat containing 23	NA	12	12p13
DAP4_4843	1979	NM_004096 ; NP_004087	NM_004096	EIF4EBP2	eukaryotic translation initiation factor 4E binding protein 2	602224	10	10q21-q22
DAP4_4848	140465	NM_002475 ; NP_002466	NM_002475	MYL6B	myosin, light chain 6B, alkali, smooth muscle and non-muscle	609930	12	12q13.13
DAP4_4850	11277	NM_016381 ; NP_057465 ; NM_032166 ; NP_115542 ; NM_033627 ; NP_338597 ; NM_033628 ; NP_338598 ; NM_033629 ; NP_338599 ; NM_130384 ; NP_569055	NM_016381	TREX1	three prime repair exonuclease 1	225750 ; 606605 ; 610905	3	3p21.3-p21.2
DAP4_4851	10241	NM_005831 ; NP_005822	NM_005831	CALCOCO2	calcium binding and coiled-coil domain 2	604587	17	17q21.32
DAP4_4857	472	NM_000051 ; NP_000042 ; NM_138292 ; NP_612149	NM_000051	ATM	ataxia telangiectasia mutated (includes complementation groups A, C and D)	114480 ; 208900 ; 607585	11	11q22-q23
DAP4_4863	7480	NM_003394 ; NP_003385	NM_003394	WNT10B	wingless-type MMTV integration site family, member 10B	601906	12	12q13
DAP4_4870	4204	NM_004992 ; NP_004983	NM_004992	MECP2	methyl CpG binding protein 2 (Rett syndrome)	105830 ; 300005 ; 300055 ; 300279 ; 300458 ; 300496 ; 312750	X	Xq28
DAP4_4872	2028	NM_001977 ; NP_001968	NM_001977	ENPEP	glutamyl aminopeptidase (aminopeptidase A)	138297	4	4q25
DAP4_4874	55340	NM_018384 ; NP_060854	NM_018384	GIMAP5	GTPase, IMAP family member 5	608086	7	7q36.1
DAP4_4876	9119	NM_004693 ; NP_004684	NM_004693	KRT75	keratin 75	609025	12	12q13
DAP4_4880	8996	NM_003946 ; NP_003937	NM_003946	NOL3	nucleolar protein 3 (apoptosis repressor with CARD domain)	605235	16	16q21-q23
DAP4_4881	1650	NM_005216 ; NP_005207	NM_005216	DDOST	dolichyl-diphosphooligosaccharide-protein glycosyltransferase	602202	1	1p36.1
DAP4_4885	3096	NM_002114 ; NP_002105	NM_002114	HIVEP1	human immunodeficiency virus type I enhancer binding protein 1	194540	6	6p24-p22.3
DAP4_4893	5869	NM_002868 ; NP_002859	NM_002868	RAB5B	RAB5B, member RAS oncogene family	179514	12	12q13
DAP4_4896	7123	NM_003278 ; NP_003269	NM_003278	CLEC3B	C-type lectin domain family 3, member B	187520	3	3p22-p21.3
DAP4_4900	6017	NM_000326 ; NP_000317	NM_000326	RLBP1	retinaldehyde binding protein 1	136880 ; 180090 ; 268000 ; 607475 ; 607476	15	15q26
DAP4_4901	1363	NM_001873 ; NP_001864	NM_001873	CPE	carboxypeptidase E	114855	4	4q32.3
DAP4_4902	5255	NM_002637 ; NP_002628	NM_002637	PHKA1	phosphorylase kinase, alpha 1 (muscle)	300559 ; 311870	X	Xq12-q13
DAP4_4908	3712	NM_002225 ; NP_002216	NM_002225	IVD	isovaleryl Coenzyme A dehydrogenase	243500 ; 607036	15	15q14-q15
DAP4_4909	7378	NM_003364 ; NP_003355 ; NM_181597 ; NP_853628	NM_003364	UPP1	uridine phosphorylase 1	191730	7	7p12.3
DAP4_4919	771	NM_001218 ; NP_001209 ; NM_206925 ; NP_996808	NM_001218	CA12	carbonic anhydrase XII	603263	15	15q22
DAP4_4928	3053	NM_000185 ; NP_000176	NM_000185	SERPIND1	serpin peptidase inhibitor, clade D (heparin cofactor), member 1	142360	22	22q11.2 ; 22q11.21
DAP4_4931	4610	NM_001033081 ; NP_001028253 ; NM_001033082 ; NP_001028254 ; NM_005376 ; NP_005367	NM_001033081	MYCL1	v-myc myelocytomatosis viral oncogene homolog 1, lung carcinoma derived (avian)	164850	1	1p34.2
DAP4_4934	3633	NM_005540 ; NP_005531	NM_005540	INPP5B	inositol polyphosphate-5-phosphatase, 75kDa	147264	1	1p34
DAP4_4939	7508	NM_004628 ; NP_004619	NM_004628	XPC	xeroderma pigmentosum, complementation group C	278720	3	3p25
DAP4_4944	805	NM_001743 ; NP_001734	NM_001743	CALM2	calmodulin 2 (phosphorylase kinase, delta)	114182	2	2p21
DAP4_4947	2244	NM_005141 ; NP_005132	NM_005141	FGB	fibrinogen beta chain	134830 ; 202400	4	4q28
DAP4_4950	7187	NM_003300 ; NP_003291 ; NM_145725 ; NP_663777 ; NM_145726 ; NP_663778	NM_003300	TRAF3	TNF receptor-associated factor 3	601896	14	14q32.32
DAP4_4951	4616	NM_015675 ; NP_056490	NM_015675	GADD45B	growth arrest and DNA-damage-inducible, beta	604948	19	19p13.3
DAP4_4952	23166	NM_015136 ; NP_055951	NM_015136	STAB1	stabilin 1	608560	3	3p21.1
DAP4_4954	3725	NM_002228 ; NP_002219	NM_002228	JUN	jun oncogene	165160	1	1p32-p31
DAP4_4957	3646	NM_001568 ; NP_001559	NM_001568	EIF3S6	eukaryotic translation initiation factor 3, subunit 6 48kDa	602210	8	8q22-q23
DAP4_4965	5079	NM_016734 ; NP_057953	NM_016734	PAX5	paired box gene 5 (B-cell lineage specific activator)	167414	9	9p13
DAP4_4969	2752	NM_001033044 ; NP_001028216 ; NM_001033056 ; NP_001028228 ; NM_002065 ; NP_002056	NM_001033044	GLUL	glutamate-ammonia ligase (glutamine synthetase)	138290 ; 610015	1	1q31
DAP4_4974	2805	NM_002079 ; NP_002070	NM_002079	GOT1	glutamic-oxaloacetic transaminase 1, soluble (aspartate aminotransferase 1)	138180	10	10q24.1-q25.1
DAP4_4976	4317	NM_002424 ; NP_002415	NM_002424	MMP8	matrix metallopeptidase 8 (neutrophil collagenase)	120355	11	11q22.3
DAP4_4977	5530	NM_000944 ; NP_000935	NM_000944	PPP3CA	protein phosphatase 3 (formerly 2B), catalytic subunit, alpha isoform	114105	4	4q21-q24
DAP4_4982	10730	NM_014263 ; NP_055078 ; NM_139312 ; NP_647473 ; NM_139313 ; NP_647474	NM_014263	YME1L1	YME1-like 1 (S. cerevisiae)	607472	10	10p14
DAP4_4985	9022	NM_004669 ; NP_004660	NM_004669	CLIC3	chloride intracellular channel 3	606533	9	9q34.3
DAP4_4989	51778	NM_016599 ; NP_057683	NM_016599	MYOZ2	myozenin 2	605602	4	4q26-q27
DAP4_4990	3716	NM_002227 ; NP_002218	NM_002227	JAK1	Janus kinase 1 (a protein tyrosine kinase)	147795	1	1p32.3-p31.3
DAP4_4991	6455	NM_003025 ; NP_003016	NM_003025	SH3GL1	SH3-domain GRB2-like 1	601626 ; 601768	19	19p13.3
DAP4_4993	4635	NM_001002841 ; NP_001002841 ; NM_002476 ; NP_002467	NM_001002841	MYL4	myosin, light chain 4, alkali; atrial, embryonic	160770	17	17q21-qter
DAP4_4997	659	NM_001204 ; NP_001195	NM_001204	BMPR2	bone morphogenetic protein receptor, type II (serine/threonine kinase)	178600 ; 265450 ; 600799	2	2q33-q34
DAP4_5003	7803	NM_003463 ; NP_003454	NM_003463	PTP4A1	protein tyrosine phosphatase type IVA, member 1	601585	6	6q12
DAP4_5009	3213	NM_002146 ; NP_002137	NM_002146	HOXB3	homeobox B3	142966	17	17q21.3
DAP4_5013	27072	NM_014396 ; NP_055211 ; NM_080631 ; NP_542198	NM_014396	VPS41	vacuolar protein sorting 41 homolog (S. cerevisiae)	605485	7	7p14-p13
DAP4_5021	5428	NM_002693 ; NP_002684	NM_002693	POLG	polymerase (DNA directed), gamma	157640 ; 174763 ; 203700 ; 607459	15	15q25
DAP4_5022	2629	; NM_000157 ; NP_000148 ; NM_001005741 ; NP_001005741 ; NM_001005742 ; NP_001005742 ; NM_001005749 ; NP_001005749 ; NM_001005750 ; NP_001005750	NM_000157	GBA	glucosidase, beta; acid (includes glucosylceramidase)	230800 ; 230900 ; 231000 ; 231005 ; 606463 ; 608013	1	1q21
DAP4_5025	842	NM_001229 ; NP_001220 ; NM_032996 ; NP_127463	NM_001229	CASP9	caspase 9, apoptosis-related cysteine peptidase	602234	1	1p36.3-p36.1
DAP4_5035	10980	NM_006833 ; NP_006824	NM_006833	COPS6	COP9 constitutive photomorphogenic homolog subunit 6 (Arabidopsis)	NA	7	7q22.1
DAP4_5037	1946	NM_001962 ; NP_001953	NM_001962	EFNA5	ephrin-A5	601535	5	5q21
DAP4_5044	3851	NM_002272 ; NP_002263	NM_002272	KRT4	keratin 4	123940 ; 193900	12	12q12-q13
DAP4_5047	5126	NM_002594 ; NP_002585	NM_002594	PCSK2	proprotein convertase subtilisin/kexin type 2	162151	20	20p11.2
DAP4_5050	799	NM_001742 ; NP_001733	NM_001742	CALCR	calcitonin receptor	114131 ; 166710	7	7q21.3
DAP4_5052	638	NM_001197 ; NP_001188	NM_001197	BIK	BCL2-interacting killer (apoptosis-inducing)	603392	22	22q13.31
DAP4_5054	93594	NM_145647 ; NP_663622	NM_145647	WDR67	WD repeat domain 67	NA	8	8q24.13
DAP4_5055	9768	NM_001029989 ; NP_001025160 ; NM_014736 ; NP_055551	NM_001029989	KIAA0101	KIAA0101	610696	15	15q22.31
DAP4_5056	151011	NM_144710 ; NP_653311 ; NM_178584 ; NP_848699	NM_144710	Septin 10	septin 10	NA	2	2q13
DAP4_5057	6001	NM_001005339 ; NP_001005339 ; NM_002925 ; NP_002916	NM_001005339	RGS10	regulator of G-protein signalling 10	602856	10	10q25
DAP4_5058	6870	NM_001059 ; NP_001050	NM_001059	TACR3	tachykinin receptor 3	162332	4	4q25
DAP4_5060	4233	NM_000245 ; NP_000236	NM_000245	MET	met proto-oncogene (hepatocyte growth factor receptor)	114550 ; 164860 ; 605074	7	7q31
DAP4_5061	3841	NM_002269 ; NP_002260	NM_002269	KPNA5	karyopherin alpha 5 (importin alpha 6)	604545	6	6q22.2
DAP4_5067	970	NM_001252 ; NP_001243	NM_001252	CD70	CD70 molecule	602840	19	19p13
DAP4_5069	1551	; NM_000765 ; NP_000756	NM_000765	CYP3A7	cytochrome P450, family 3, subfamily A, polypeptide 7	605340	7	7q21-q22.1
DAP4_5070	8013	NM_006981 ; NP_008912 ; NM_173198 ; NP_775290 ; NM_173199 ; NP_775291 ; NM_173200 ; NP_775292	NM_006981	NR4A3	nuclear receptor subfamily 4, group A, member 3	600542	9	9q22
DAP4_5073	3903	NM_002287 ; NP_002278 ; NM_021706 ; NP_068352	NM_002287	LAIR1	leukocyte-associated immunoglobulin-like receptor 1	602992	19	19q13.4
DAP4_5074	3557	NM_000577 ; NP_000568 ; NM_173841 ; NP_776213 ; NM_173842 ; NP_776214 ; NM_173843 ; NP_776215	NM_000577	IL1RN	interleukin 1 receptor antagonist	137215 ; 147679	2	2q14.2
DAP4_5076	4286	NM_000248 ; NP_000239 ; NM_006722 ; NP_006713 ; NM_198158 ; NP_937801 ; NM_198159 ; NP_937802 ; NM_198177 ; NP_937820 ; NM_198178 ; NP_937821	NM_000248	MITF	microphthalmia-associated transcription factor	103470 ; 103500 ; 156845 ; 193510	3	3p14.2-p14.1
DAP4_5078	8840	NM_003882 ; NP_003873 ; NM_080838 ; NP_543028	NM_003882	WISP1	WNT1 inducible signaling pathway protein 1	603398	8	8q24.1-q24.3
DAP4_5082	5832	NM_001017423 ; NP_001017423 ; NM_002860 ; NP_002851	NM_001017423	ALDH18A1	aldehyde dehydrogenase 18 family, member A1	138250	10	10q24.3
DAP4_5088	18	NM_000663 ; NP_000654 ; NM_020686 ; NP_065737	NM_000663	ABAT	4-aminobutyrate aminotransferase	137150	16	16p13.2
DAP4_5091	6881	NM_006284 ; NP_006275	NM_006284	TAF10	TAF10 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 30kDa	600475	11	11p15.3
DAP4_5093	7364	XM_001128725 ; XP_001128725 ; NM_001074 ; NP_001065	XM_001128725	UGT2B7	UDP glucuronosyltransferase 2 family, polypeptide B7	600068	4	4q13
DAP4_5095	894	NM_001759 ; NP_001750	NM_001759	CCND2	cyclin D2	123833	12	12p13
DAP4_5097	5359	NM_021105 ; NP_066928	NM_021105	PLSCR1	phospholipid scramblase 1	604170	3	3q23
DAP4_5104	6510	NM_005628 ; NP_005619	NM_005628	SLC1A5	solute carrier family 1 (neutral amino acid transporter), member 5	109190	19	19q13.3
DAP4_5114	4698	NM_005000 ; NP_004991	NM_005000	NDUFA5	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 5, 13kDa	601677	7	7q32
DAP4_5117	9094	NM_005148 ; NP_005139 ; NM_054035 ; NP_473376	NM_005148	UNC119	unc-119 homolog (C. elegans)	604011	17	17q11.2
DAP4_5118	5660	NM_001042465 ; NP_001035930 ; NM_001042466 ; NP_001035931 ; NM_002778 ; NP_002769	NM_001042465	PSAP	prosaposin (variant Gaucher disease and variant metachromatic leukodystrophy)	176801 ; 249900 ; 610539	10	10q21-q22
DAP4_5123	5894	NM_002880 ; NP_002871	NM_002880	RAF1	v-raf-1 murine leukemia viral oncogene homolog 1	164760	3	3p25
DAP4_5127	60489	NM_021822 ; NP_068594	NM_021822	APOBEC3G	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3G	607113	22	22q13.1-q13.2
DAP4_5129	1432	NM_001315 ; NP_001306 ; NM_139012 ; NP_620581 ; NM_139013 ; NP_620582 ; NM_139014 ; NP_620583	NM_001315	MAPK14	mitogen-activated protein kinase 14	600289	6	6p21.3-p21.2
DAP4_5131	9988	NM_021145 ; NP_066968	NM_021145	DMTF1	cyclin D binding myb-like transcription factor 1	608491	7	7q21
DAP4_5132	1472	; NM_001899 ; NP_001890	NM_001899	CST4	cystatin S	123857	20	20p11.21
DAP4_5133	9575	NM_004898 ; NP_004889	NM_004898	CLOCK	clock homolog (mouse)	601851	4	4q12
DAP4_5140	3768	XM_939575 ; XP_944668 ; NM_021012 ; NP_066292	XM_939575	KCNJ12	potassium inwardly-rectifying channel, subfamily J, member 12	602323	17	17p11.1
DAP4_5145	2821	NM_000175 ; NP_000166	NM_000175	GPI	glucose phosphate isomerase	172400	19	19q13.1
DAP4_5148	1393	NM_001882 ; NP_001873	NM_001882	CRHBP	corticotropin releasing hormone binding protein	122559	5	5q11.2-q13.3
DAP4_5157	5093	NM_006196 ; NP_006187	NM_006196	PCBP1	poly(rC) binding protein 1	601209	2	2p13-p12
DAP4_5160	1742	NM_001365 ; NP_001356	NM_001365	DLG4	discs, large homolog 4 (Drosophila)	602887	17	17p13.1
DAP4_5163	1366	NM_001307 ; NP_001298	NM_001307	CLDN7	claudin 7	609131	17	17p13
DAP4_5169	8539	NM_006595 ; NP_006586	NM_006595	API5	apoptosis inhibitor 5	609774	11	11p11.2
DAP4_5170	5024	XM_001126192 ; XP_001126192 ; NM_002559 ; NP_002550	XM_001126192	P2RX3	purinergic receptor P2X, ligand-gated ion channel, 3	600843	11	11q12
DAP4_5176	5950	NM_006744 ; NP_006735	NM_006744	RBP4	retinol binding protein 4, plasma	180250	10	10q23-q24
DAP4_5177	26097	NM_015607 ; NP_056422	NM_015607	C1orf77	chromosome 1 open reading frame 77	NA	1	1q21.3
DAP4_5179	7507	NM_000380 ; NP_000371	NM_000380	XPA	xeroderma pigmentosum, complementation group A	278700	9	9q22.3
DAP4_5180	10128	NM_133259 ; NP_573566	NM_133259	LRPPRC	leucine-rich PPR-motif containing	220111 ; 607544	2	2p21
DAP4_5184	9846	NM_012296 ; NP_036428 ; NM_080491 ; NP_536739	NM_012296	GAB2	GRB2-associated binding protein 2	606203	11	11q14.1
DAP4_5188	353	NM_000485 ; NP_000476 ; NM_001030018 ; NP_001025189	NM_000485	APRT	adenine phosphoribosyltransferase	102600	16	16q24
DAP4_5208	3856	NM_002273 ; NP_002264	NM_002273	KRT8	keratin 8	148060 ; 215600	12	12q13
DAP4_5211	9636	NM_005101 ; NP_005092	NM_005101	ISG15	ISG15 ubiquitin-like modifier	147571	1	1p36.33
DAP4_5214	3977	NM_002310 ; NP_002301	NM_002310	LIFR	leukemia inhibitory factor receptor alpha	151443 ; 601559	5	5p13-p12
DAP4_5221	53358	NM_016848 ; NP_058544	NM_016848	SHC3	SHC (Src homology 2 domain containing) transforming protein 3	605263	9	9q22.1
DAP4_5229	3660	NM_002199 ; NP_002190	NM_002199	IRF2	interferon regulatory factor 2	147576	4	4q34.1-q35.1
DAP4_5236	10322	NM_006062 ; NP_006053	NM_006062	SMYD5	SMYD family member 5	NA	2	2p13.2
DAP4_5237	1161	NM_000082 ; NP_000073 ; NM_001007233 ; NP_001007234 ; NM_001007234 ; NP_001007235	NM_000082	ERCC8	excision repair cross-complementing rodent repair deficiency, complementation group 8	216400 ; 609412	5	5q12.1
DAP4_5241	3957	NM_006498 ; NP_006489	NM_006498	LGALS2	lectin, galactoside-binding, soluble, 2	150571	22	22q12-q13 ; 22q13.1
DAP4_5242	10857	NM_006667 ; NP_006658	NM_006667	PGRMC1	progesterone receptor membrane component 1	300435	X	Xq22-q24
DAP4_5243	3708	NM_002222 ; NP_002213	NM_002222	ITPR1	inositol 1,4,5-triphosphate receptor, type 1	147265	3	3p26-p25
DAP4_5244	7275	NM_003320 ; NP_003311 ; NM_177972 ; NP_813977	NM_003320	TUB	tubby homolog (mouse)	601197	11	11p15.5
DAP4_5246	7412	NM_001078 ; NP_001069 ; NM_080682 ; NP_542413	NM_001078	VCAM1	vascular cell adhesion molecule 1	192225	1	1p32-p31
DAP4_5250	60	NM_001101 ; NP_001092	NM_001101	ACTB	actin, beta	102630	7	7p15-p12
DAP4_5251	29114	NM_001008272 ; NP_001008273 ; NM_001008273 ; NP_001008274 ; NM_013259 ; NP_037391	NM_001008272	TAGLN3	transgelin 3	607953	3	3q13.2
DAP4_5252	10791	NM_006634 ; NP_006625	NM_006634	VAMP5	vesicle-associated membrane protein 5 (myobrevin)	607029	2	2p11.2
DAP4_5257	23608	NM_013446 ; NP_038474	NM_013446	MKRN1	makorin, ring finger protein, 1	607754	7	7q34
DAP4_5260	26002	NM_001031699 ; NP_001026869 ; NM_015529 ; NP_056344	NM_001031699	MOXD1	monooxygenase, DBH-like 1	609000	6	6q23.1-q23.3
DAP4_5268	4323	NM_004995 ; NP_004986	NM_004995	MMP14	matrix metallopeptidase 14 (membrane-inserted)	600754	14	14q11-q12
DAP4_5275	1039	NM_001802 ; NP_001793	NM_001802	CDR2	cerebellar degeneration-related protein 2, 62kDa	117340	16	16p12.3
DAP4_5285	5101	NM_020403 ; NP_065136 ; NM_203487 ; NP_982354	NM_020403	PCDH9	protocadherin 9	603581	13	13q14.3-q21.1
DAP4_5290	6949	NM_000356 ; NP_000347 ; NM_001008656 ; NP_001008656 ; NM_001008657 ; NP_001008657	NM_000356	TCOF1	Treacher Collins-Franceschetti syndrome 1	154500 ; 606847	5	5q32-q33.1
DAP4_5291	10928	NM_006788 ; NP_006779	NM_006788	RALBP1	ralA binding protein 1	605801	18	18p11.3
DAP4_5293	89927	NM_033201 ; NP_149978	NM_033201	C16orf45	chromosome 16 open reading frame 45	NA	16	16p13.11
DAP4_5297	1786	NM_001379 ; NP_001370	NM_001379	DNMT1	DNA (cytosine-5-)-methyltransferase 1	126375	19	19p13.2
DAP4_5310	8448	NM_003586 ; NP_003577	NM_003586	DOC2A	double C2-like domains, alpha	604567	16	16p11.2
DAP4_5322	5719	NM_002817 ; NP_002808 ; NM_175932 ; NP_787128	NM_002817	PSMD13	proteasome (prosome, macropain) 26S subunit, non-ATPase, 13	603481	11	11p15.5
DAP4_5328	8165	NM_003488 ; NP_003479	NM_003488	AKAP1	A kinase (PRKA) anchor protein 1	602449	17	17q21-q23
DAP4_5329	9815	NM_014776 ; NP_055591 ; NM_057169 ; NP_476510 ; NM_057170 ; NP_476511 ; NM_139201 ; NP_631940	NM_014776	GIT2	G protein-coupled receptor kinase interactor 2	608564	12	12q24.1
DAP4_5330	5265	NM_000295 ; NP_000286 ; NM_001002235 ; NP_001002235 ; NM_001002236 ; NP_001002236	NM_000295	SERPINA1	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1	107400 ; 606963	14	14q32.1
DAP4_5333	6895	NM_004178 ; NP_004169 ; NM_134323 ; NP_599150 ; NM_134324 ; NP_599151	NM_004178	TARBP2	Tar (HIV-1) RNA binding protein 2	605053	12	12q12-q13
DAP4_5342	6135	NM_000975 ; NP_000966	NM_000975	RPL11	ribosomal protein L11	604175	1	1p36.1-p35
